seqno,inning,half,pitch_id,pitch_num,event_text,pitch_result,pitch_type,speed,pitcher_code,pitcher_name,catcher_code,catcher_name,batter_code,batter_name,balls,strikes,outs,cross_plate_x,cross_plate_y_plane,plate_z,top_sz,bottom_sz,stance,plate_result_text,plate_result_type
2,1,0,250523_183045,1,1구 타격,H,직구,151,54755,와이스,76812,이재원,68507,장두성,0,0,0,0.264514,0.7083,1.7502945503811964,3.234,1.568,L,장두성 : 좌익수 라인드라이브 아웃,13
5,1,0,250523_183117,1,1구 스트라이크,T,직구,153,54755,와이스,76812,이재원,52591,윤동희,0,1,1,0.097257,0.7083,2.2483117732713067,3.446,1.671,R,,
6,1,0,250523_183130,2,2구 볼,B,슬라이더,135,54755,와이스,76812,이재원,52591,윤동희,1,1,1,0.770746,0.7083,0.9928099958954046,3.446,1.671,R,,
7,1,0,250523_183143,3,3구 스트라이크,T,슬라이더,132,54755,와이스,76812,이재원,52591,윤동희,1,2,1,0.051912,0.7083,1.8979854563144394,3.446,1.671,R,,
8,1,0,250523_183159,4,4구 볼,B,슬라이더,138,54755,와이스,76812,이재원,52591,윤동희,2,2,1,1.12862,0.7083,1.1384961993904232,3.446,1.671,R,,
9,1,0,250523_183214,5,5구 파울,F,슬라이더,137,54755,와이스,76812,이재원,52591,윤동희,2,2,1,0.921615,0.7083,1.3776332968091802,3.446,1.671,R,,
10,1,0,250523_183235,6,6구 타격,H,슬라이더,134,54755,와이스,76812,이재원,52591,윤동희,2,2,1,-1.18547,0.7083,3.132913184604309,3.446,1.671,R,윤동희 : 좌익수 왼쪽 1루타,13
13,1,0,250523_183317,1,1구 스트라이크,T,직구,151,54755,와이스,76812,이재원,54529,레이예스,0,1,1,-0.080176,0.7083,2.3062127600272113,3.579,1.736,L,,
14,1,0,250523_183332,2,2구 스트라이크,T,커브,128,54755,와이스,76812,이재원,54529,레이예스,0,2,1,-0.672793,0.7083,2.7360482325106723,3.579,1.736,L,,
15,1,0,250523_183351,3,3구 타격,H,커브,130,54755,와이스,76812,이재원,54529,레이예스,0,2,1,-0.187235,0.7083,1.5657221109452886,3.579,1.736,L,레이예스 : 우익수 앞 1루타,13
19,1,0,250523_183442,1,1구 헛스윙,S,직구,151,54755,와이스,76812,이재원,78513,전준우,0,1,1,-0.45737,0.7083,3.4277214089007937,3.389,1.644,R,,
20,1,0,250523_183501,2,2구 파울,F,직구,151,54755,와이스,76812,이재원,78513,전준우,0,2,1,-0.767616,0.7083,2.9886731588198066,3.389,1.644,R,,
