seqno,inning,half,pitch_id,pitch_num,event_text,pitch_result,pitch_type,speed,pitcher_code,pitcher_name,catcher_code,catcher_name,batter_code,batter_name,balls,strikes,outs,cross_plate_x,cross_plate_y_plane,plate_z,top_sz,bottom_sz,stance,plate_result_text,plate_result_type
2,1,0,251001_193013,1,1구 스트라이크,T,직구,145,68856,최민준,51865,조형우,77532,손아섭,0,1,0,-0.783812,0.7083,2.347856783622275,3.21,1.557,L,,
3,1,0,251001_193028,2,2구 볼,B,포크,135,68856,최민준,51865,조형우,77532,손아섭,1,1,0,-0.589571,0.7083,0.17347876895698922,3.21,1.557,L,,
4,1,0,251001_193043,3,3구 타격,H,직구,145,68856,최민준,51865,조형우,77532,손아섭,1,1,0,-0.264466,0.7083,2.905923907011509,3.21,1.557,L,손아섭 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃),13
7,1,0,251001_193120,1,1구 볼,B,직구,146,68856,최민준,51865,조형우,55703,리베라토,1,0,1,-1.64133,0.7083,2.2828863578181187,3.417,1.657,L,,
8,1,0,251001_193136,2,2구 스트라이크,T,커브,125,68856,최민준,51865,조형우,55703,리베라토,1,1,1,-0.221402,0.7083,2.8687582661244475,3.417,1.657,L,,
9,1,0,251001_193152,3,3구 타격,H,직구,145,68856,최민준,51865,조형우,55703,리베라토,1,1,1,-0.815699,0.7083,2.738327052126417,3.417,1.657,L,리베라토 : 투수 라인드라이브 아웃,13
12,1,0,251001_193231,1,1구 볼,B,커터,140,68856,최민준,51865,조형우,53764,문현빈,1,0,2,1.4389,0.7083,1.0654991138772065,3.17,1.537,L,,
13,1,0,251001_193245,2,2구 볼,B,커터,140,68856,최민준,51865,조형우,53764,문현빈,2,0,2,1.90004,0.7083,1.4978732784873339,3.17,1.537,L,,
14,1,0,251001_193304,3,3구 타격,H,커브,124,68856,최민준,51865,조형우,53764,문현빈,2,0,2,0.830786,0.7083,2.321330990222153,3.17,1.537,L,문현빈 : 2루수 땅볼 아웃 (2루수->1루수 송구아웃),13
18,1,1,251001_193533,1,1구 타격,H,직구,153,55730,폰세,78288,최재훈,67893,박성한,0,0,0,-0.017699,0.7083,2.501401842112093,3.334,1.617,L,박성한 : 중견수 뒤 홈런 (홈런거리:125M),23
21,1,1,251001_193616,1,1구 타격,H,슬라이더,145,55730,폰세,78288,최재훈,53827,에레디아,0,0,0,0.191793,0.7083,3.180363950825618,3.303,1.602,R,에레디아 : 유격수 라인드라이브 아웃,13
24,1,1,251001_193650,1,1구 파울,F,슬라이더,147,55730,폰세,78288,최재훈,75847,최정,0,1,1,0.458748,0.7083,2.7793083839108403,3.322,1.611,R,,
25,1,1,251001_193707,2,2구 볼,B,직구,155,55730,폰세,78288,최재훈,75847,최정,1,1,1,0.534657,0.7083,4.55280479089317,3.322,1.611,R,,
26,1,1,251001_193722,3,3구 파울,F,체인지업,141,55730,폰세,78288,최재훈,75847,최정,1,2,1,-0.004588,0.7083,2.295946570409782,3.322,1.611,R,,
27,1,1,251001_193741,4,4구 파울,F,직구,155,55730,폰세,78288,최재훈,75847,최정,1,2,1,0.826196,0.7083,2.7853223150602564,3.322,1.611,R,,
28,1,1,251001_193805,5,5구 볼,B,슬라이더,143,55730,폰세,78288,최재훈,75847,최정,2,2,1,-0.573405,0.7083,4.603058695704017,3.322,1.611,R,,
29,1,1,251001_193822,6,6구 타격,H,체인지업,144,55730,폰세,78288,최재훈,75847,최정,2,2,1,0.732395,0.7083,2.0249448245943635,3.322,1.611,R,최정 : 유격수 땅볼 아웃 (유격수->1루수 송구아웃),13
32,1,1,251001_193855,1,1구 볼,B,슬라이더,142,55730,폰세,78288,최재훈,62895,한유섬,1,0,2,-1.00969,0.7083,3.039824223052349,3.508,1.702,L,,
33,1,1,251001_193907,2,2구 헛스윙,S,슬라이더,150,55730,폰세,78288,최재훈,62895,한유섬,1,1,2,0.640771,0.7083,1.0332739774520863,3.508,1.702,L,,
