game_id,game_date,game_datetime,category_id,status_code,status_info,stadium,home_team_code,home_team_name,away_team_code,away_team_name,home_score,away_score,home_starter_name,away_starter_name,win_pitcher_name,lose_pitcher_name,broad_channel,manual_relay_url,round_code,title
20250516SKHH02025,2025-05-16,2025-05-16T18:30:00,kbo,BEFORE,경기취소,대전,HH,한화,SK,SSG,0,0,,김광현,,,,,kbo_r,
20250517SKHH12025,2025-05-17,2025-05-17T14:00:00,kbo,RESULT,9회초,대전,HH,한화,SK,SSG,1,0,,김광현,폰세,김광현,,,kbo_r,
20250517SKHH22025,2025-05-17,2025-05-17T17:45:00,kbo,RESULT,9회말,대전,HH,한화,SK,SSG,2,5,,화이트,화이트,와이스,,,kbo_r,
20250518SKHH02025,2025-05-18,2025-05-18T14:00:00,kbo,RESULT,9회말,대전,HH,한화,SK,SSG,3,7,류현진,문승원,문승원,류현진,,,kbo_r,
20250520HHNC02025,2025-05-20,2025-05-20T18:30:00,kbo,RESULT,9회말,울산,NC,NC,HH,한화,1,4,목지훈,문동주,문동주,목지훈,,,kbo_r,
20250521HHNC02025,2025-05-21,2025-05-21T18:30:00,kbo,RESULT,9회초,울산,NC,NC,HH,한화,5,2,신민혁,황준서,신민혁,김종수,,,kbo_r,
20250522HHNC02025,2025-05-22,2025-05-22T18:30:00,kbo,RESULT,9회초,울산,NC,NC,HH,한화,4,3,김녹원,,김진호,김종수,,,kbo_r,
20250523LTHH02025,2025-05-23,2025-05-23T18:30:00,kbo,RESULT,9회초,대전,HH,한화,LT,롯데,4,2,,박세웅,와이스,박세웅,,,kbo_r,
20250524LTHH02025,2025-05-24,2025-05-24T14:00:00,kbo,RESULT,10회말,대전,HH,한화,LT,롯데,6,8,류현진,,김원중,김종수,,,kbo_r,
20250525LTHH02025,2025-05-25,2025-05-25T14:00:00,kbo,RESULT,10회말,대전,HH,한화,LT,롯데,8,7,문동주,한현희,정우주,김강현,,,kbo_r,
20250527HHLG02025,2025-05-27,2025-05-27T18:30:00,kbo,RESULT,9회초,잠실,LG,LG,HH,한화,2,1,임찬규,황준서,임찬규,황준서,,,kbo_r,
20250528HHLG02025,2025-05-28,2025-05-28T18:30:00,kbo,RESULT,11회말,잠실,LG,LG,HH,한화,5,6,,,박상원,박명근,,,kbo_r,
20250529HHLG02025,2025-05-29,2025-05-29T18:30:00,kbo,RESULT,9회초,잠실,LG,LG,HH,한화,3,1,손주영,,손주영,주현상,,,kbo_r,
20250530HHNC02025,2025-05-30,2025-05-30T18:30:00,kbo,RESULT,9회말,창원,NC,NC,HH,한화,1,7,라일리,류현진,류현진,라일리,,,kbo_r,
20250531HHNC02025,2025-05-31,2025-05-31T14:00:00,kbo,RESULT,9회말,창원,NC,NC,HH,한화,6,9,김녹원,엄상백,김서현,류진욱,,,kbo_r,
20250601HHNC02025,2025-06-01,2025-06-01T17:00:00,kbo,RESULT,9회초,창원,NC,NC,HH,한화,16,5,이준혁,황준서,손주환,황준서,,,kbo_r,
20250603KTHH02025,2025-06-03,2025-06-03T14:00:00,kbo,RESULT,9회초,대전,HH,한화,KT,KT,10,1,,,폰세,쿠에바스,,,kbo_r,
20250604KTHH02025,2025-06-04,2025-06-04T18:30:00,kbo,RESULT,9회초,대전,HH,한화,KT,KT,4,3,,오원석,박상원,오원석,,,kbo_r,
20250605KTHH02025,2025-06-05,2025-06-05T18:30:00,kbo,RESULT,9회말,대전,HH,한화,KT,KT,0,7,류현진,,헤이수스,류현진,,,kbo_r,
20250606HHHT02025,2025-06-06,2025-06-06T17:00:00,kbo,RESULT,9회초,광주,HT,KIA,HH,한화,3,2,윤영철,엄상백,윤영철,엄상백,,,kbo_r,
