season_id,year,game_type,team_code,team_name,player_id,player_name,back_number,position,ranking,is_qualified,hitter_hra,hitter_rbi,hitter_run,hitter_hr,hitter_hit,hitter_h2,hitter_h3,hitter_game_count,hitter_ab,hitter_sb,hitter_cs,hitter_bb,hitter_hp,hitter_kk,hitter_gd,hitter_obp,hitter_slg,hitter_ops,hitter_isop,hitter_babip,hitter_woba,hitter_wrc_plus,hitter_wpa,hitter_war
2023,2023,REGULAR_SEASON,HH,한화,69737,노시환,8,내야수,15,True,0.29766536964980544,101,85,31,153,30,1,131,514,2,,74,4,118,,0.388,0.541,0.929,0.24300000000000005,0.332,0.401,154.3,3.015,5.33
2023,2023,REGULAR_SEASON,HH,한화,53764,문현빈,51,내야수,38,True,0.26635514018691586,49,47,5,114,22,2,137,428,5,,33,6,84,,0.324,0.362,0.686,0.09599999999999997,0.317,0.307,88.3,-1.45,1.22
2023,2023,REGULAR_SEASON,HH,한화,79192,채은성,22,외야수,41,True,0.2629558541266795,84,71,23,137,17,0,137,521,0,,52,20,102,,0.351,0.428,0.779,0.16499999999999998,0.286,0.357,119.5,0.197,3.35
2023,2023,REGULAR_SEASON,HH,한화,68743,정은원,43,내야수,49,True,0.22164948453608246,30,50,2,86,12,0,122,388,6,,62,3,73,,0.333,0.268,0.601,0.04600000000000001,0.268,0.291,77.5,-2.009,0.86
2023,2023,REGULAR_SEASON,HH,한화,67993,이재용,12,,,False,0.5,0,1,0,1,0,0,2,2,0,,0,0,1,,0.5,0.5,1.0,0.0,1.0,0.45,197.6,0.0,0.03
2023,2023,REGULAR_SEASON,HH,한화,50707,최인호,41,외야수,,False,0.29770992366412213,11,23,2,39,5,3,41,131,1,,10,4,22,,0.363,0.427,0.79,0.129,0.343,0.345,120.0,-0.248,0.65
2023,2023,REGULAR_SEASON,HH,한화,66704,김태연,25,외야수,,False,0.2612244897959184,25,25,4,64,13,0,91,245,5,,27,3,59,,0.337,0.363,0.7,0.10199999999999998,0.323,0.313,92.1,-0.416,0.95
2023,2023,REGULAR_SEASON,HH,한화,65703,이도윤,5,내야수,,False,0.2524271844660194,13,36,1,78,13,2,106,309,11,,18,4,55,,0.302,0.317,0.619,0.065,0.304,0.278,67.8,-2.204,0.59
2023,2023,REGULAR_SEASON,HH,한화,66657,이진영,10,외야수,,False,0.24860335195530725,50,57,10,89,22,0,121,358,5,,53,2,127,,0.344,0.394,0.738,0.14500000000000002,0.35,0.344,116.8,0.58,3.32
2023,2023,REGULAR_SEASON,HH,한화,78288,최재훈,13,포수,,False,0.24770642201834864,33,23,1,81,12,0,125,327,1,,56,23,48,,0.392,0.294,0.686,0.045999999999999985,0.286,0.329,105.0,-1.113,2.46
2023,2023,REGULAR_SEASON,HH,한화,53716,윌리엄스,3,,,False,0.2441860465116279,45,29,9,63,14,0,68,258,1,,8,4,63,,0.275,0.403,0.678,0.15900000000000003,0.286,0.309,90.8,-0.746,0.62
2023,2023,REGULAR_SEASON,HH,한화,78756,오선진,6,내야수,,False,0.23030303030303031,14,17,0,38,6,0,90,165,2,,24,5,34,,0.342,0.267,0.609,0.037000000000000005,0.286,0.297,82.9,-0.927,0.53
2023,2023,REGULAR_SEASON,HH,한화,66715,김인환,37,,,False,0.2246153846153846,42,34,7,73,16,0,112,325,1,,35,2,91,,0.301,0.338,0.639,0.11300000000000002,0.287,0.286,71.2,-1.829,-0.21
2023,2023,REGULAR_SEASON,HH,한화,63700,장운호,30,,,False,0.2222222222222222,1,1,0,2,0,0,4,9,0,,2,0,2,,0.364,0.222,0.586,0.0,0.286,0.295,81.4,-0.208,0.0
2023,2023,REGULAR_SEASON,HH,한화,66706,장진혁,51,외야수,,False,0.2222222222222222,12,24,0,36,5,1,68,162,5,,15,0,41,,0.287,0.265,0.552,0.04300000000000001,0.295,0.266,60.7,-1.267,-0.33
2023,2023,REGULAR_SEASON,HH,한화,63704,노수광,17,,,False,0.22077922077922077,4,6,0,17,5,0,30,77,2,,13,0,27,,0.326,0.286,0.612,0.06499999999999997,0.327,0.28,70.3,-1.044,-0.12
2023,2023,REGULAR_SEASON,HH,한화,66707,박상언,42,포수,,False,0.2,13,13,1,29,5,1,86,145,1,,10,1,38,,0.253,0.269,0.522,0.069,0.259,0.233,35.7,-1.8279999999999998,-0.32
2023,2023,REGULAR_SEASON,HH,한화,68700,이원석,37,외야수,,False,0.1896551724137931,8,20,0,22,1,1,81,116,13,,21,1,33,,0.319,0.216,0.535,0.025999999999999995,0.265,0.286,75.3,-1.721,0.52
2023,2023,REGULAR_SEASON,HH,한화,50709,박정현,63,내야수,,False,0.18095238095238095,4,12,2,19,6,0,53,105,0,,3,2,36,,0.218,0.295,0.513,0.11399999999999999,0.254,0.237,37.6,-1.778,-0.65
2023,2023,REGULAR_SEASON,HH,한화,76849,이명기,14,,,False,0.175,5,2,0,7,1,0,14,40,1,,2,0,9,,0.214,0.2,0.414,0.025000000000000022,0.226,0.214,21.8,-0.47,-0.29
2023,2023,REGULAR_SEASON,HH,한화,69702,김건,56,내야수,,False,0.16666666666666666,0,1,0,2,0,0,7,12,0,,0,0,8,,0.167,0.167,0.334,0.0,0.5,0.15,-25.3,-0.129,-0.2
2023,2023,REGULAR_SEASON,HH,한화,52769,권광민,17,외야수,,False,0.1506849315068493,9,11,2,11,1,1,66,73,2,,6,1,24,,0.225,0.274,0.499,0.12300000000000003,0.191,0.223,28.8,-1.053,-0.56
2023,2023,REGULAR_SEASON,HH,한화,69766,유로결,33,외야수,,False,0.14583333333333334,5,5,0,7,1,0,27,48,1,,1,1,10,,0.173,0.167,0.34,0.02100000000000002,0.175,0.188,2.1,-0.825,-0.33
2023,2023,REGULAR_SEASON,HH,한화,64266,이성곤,44,,,False,0.14285714285714285,0,2,0,2,0,0,8,14,0,,1,0,3,,0.2,0.143,0.343,0.0,0.182,0.215,22.4,-0.076,-0.08
2023,2023,REGULAR_SEASON,HH,한화,53712,오그레디,0,,,False,0.125,8,3,0,10,3,0,22,80,1,,5,0,40,,0.174,0.163,0.337,0.038000000000000006,0.244,0.158,-19.8,-1.6760000000000002,-0.89
2023,2023,REGULAR_SEASON,HH,한화,62700,하주석,16,내야수,,False,0.11428571428571428,2,4,0,4,1,0,25,35,0,,2,1,10,,0.184,0.143,0.327,0.028999999999999984,0.16,0.161,-17.6,-0.493,-0.41
2023,2023,REGULAR_SEASON,HH,한화,50705,강재민,55,투수,,False,0.0,0,0,0,0,0,0,1,0,0,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2023,REGULAR_SEASON,HH,한화,53754,김서현,44,투수,,False,0.0,0,0,0,0,0,0,1,0,0,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
